id;ano_lançamento;titulo_obra;genero;pais_produtor_obra;nacionalidade_obra;data_lançamento;distribuidora;publico_acumulado;avaliacao
2683;2014;Gata Velha Ainda Mia;Ficção;Brasil;Brasileiros;15/05/2014;Polifilmes;3180;
2684;2013;La Jaula de Oro;Ficção;México;Estrangeiros;06/12/2013;Cafco Filmes;3174;
2685;2015;Órfãos do Eldorado;Ficção;Brasil;Brasileiros;12/11/2015;Downtown;3163;
2686;2016;Raça (2016);Ficção;Alemanha, Canadá;Estrangeiros;23/06/2016;Diamond Films do Brasil;3147;
2687;2016;Paratodos;Documentário;Brasil;Brasileiros;23/06/2016;O2 Play;3146;
2688;2014;A Imagem que Falta;Documentário;Camboja;Estrangeiros;07/02/2014;H2O Films;3131;
2689;2015;Ouro, suor e lágrimas;Documentário;Brasil;Brasileiros;06/08/2015;Lagoa Filmes;3119;
2690;2015;Andre Rieu;Vídeomusical;Inglaterra;Estrangeiros;01/11/2015;Cinemark Brasil;3108;
2691;2011;A alegria;Ficção;Brasil;Brasileiros;19/08/2011;Espaço Filmes;3108;
2692;2011;Outubro;Ficção;Peru;Estrangeiros;22/07/2011;Filmes da Mostra;3099;
2693;2014;Amores inversos;Ficção;Estados Unidos;Estrangeiros;28/08/2014;Paris;3092;
2694;2016;Jovens, Loucos e Mais Rebeldes;Ficção;Estados Unidos;Estrangeiros;20/10/2016;Califórnia;3087;
2695;2014;3X3D;Ficção;França, Portugal;Estrangeiros;03/01/2014;Filmes da Mostra;3077;
2696;2016;Como você é;Ficção;Estados Unidos;Estrangeiros;08/12/2016;Supo Mungam Films;3067;
2697;2009;Cinderelas, Lobos e um Príncipe Encantado;Documentário;Brasil;Brasileiros;18/05/2009;Pipa;3066;
2698;2010;Sede de Sangue;Ficção;Coréia do Sul;Estrangeiros;02/04/2010;Paris;3058;
2699;2016;O Tesouro;Ficção;França, Romênia;Estrangeiros;21/04/2016;Zeta Filmes;3056;
2700;2016;Nascida de Novo;Ficção;Brasil;Brasileiros;10/11/2016;Maria da Graça Hughes;3049;
2701;2010;Mais que o máximo;Ficção;França;Estrangeiros;23/04/2010;Imovision;3036;
2702;2016;Trago comigo;Ficção;Brasil;Brasileiros;16/06/2016;Pandora;3023;
2703;2015;Noites Brancas no Píer;Ficção;França;Estrangeiros;09/04/2015;Supo Mungam Films;3022;
2704;2014;Libertem Angela Davis;Documentário;Estados Unidos, França;Estrangeiros;02/10/2014;Imovision;3014;
2705;2013;Tanta água;Ficção;Uruguai;Estrangeiros;13/09/2013;Pandora;3009;
2706;2016;White God;Ficção;Alemanha, Hungria, Suécia;Estrangeiros;25/02/2016;Imovision;3007;
2707;2017;Os Cowboys;Ficção;França;Estrangeiros;16/03/2017;Bonfilm;2993;
2708;2013;Era uma vez na Anatólia;Ficção;Turquia;Estrangeiros;24/05/2013;Filmes da Mostra;2981;
2709;2017;Mistério na Costa Chanel;Ficção;Alemanha, França;Estrangeiros;26/01/2017;Alpha Filmes/Pandora;2969;
2710;2015;Papéis ao Vento;Ficção;Argentina;Estrangeiros;19/11/2015;Lança Filmes;2955;
2711;2016;A Bruta Flor do Querer;Ficção;Brasil;Brasileiros;07/04/2016;O2 Play;2929;
2712;2015;Kiriku: Os Homens e as Mulheres;Animação;França;Estrangeiros;02/07/2015;Imovision;2928;
2713;2014;Cortinas Fechadas;Ficção;Irã;Estrangeiros;10/04/2014;Esfera Produções;2927;
2714;2011;Família Braz – dois tempos;Documentário;Brasil;Brasileiros;10/06/2011;Videofilmes;2907;
2715;2014;A Grande Noite;Ficção;França;Estrangeiros;24/01/2014;Imovision;2896;
2716;2010;Rita Cadillac, a Lady do povo;Documentário;Brasil;Brasileiros;09/04/2010;Espaço Filmes;2891;
2717;2013;Por que você partiu?;Documentário;Brasil;Brasileiros;16/08/2013;Imovision;2887;
2718;2009;O Caçador;Ficção;Coréia do Sul;Estrangeiros;16/10/2009;Imovision;2885;
2719;2016;Certo Agora, Errado Antes;Ficção;Coréia do Sul;Estrangeiros;19/05/2016;Zeta Filmes;2876;
2720;2012;A Rebelião;Ficção;França;Estrangeiros;31/08/2012;Imovision;2871;
2721;2014;Amor Fora da Lei;Ficção;Estados Unidos;Estrangeiros;10/07/2014;Paris;2870;
2722;2011;Caminho para o nada;Ficção;Estados Unidos;Estrangeiros;11/11/2011;Lume;2853;
2723;2017;Uma verdade mais inconveniente;Documentário;Estados Unidos;Estrangeiros;09/11/2017;Paramount;2844;
2724;2013;Super Nada;Ficção;Brasil;Brasileiros;15/03/2013;Lume;2842;
2725;2015;Muitos Homens num Só;Ficção;Brasil;Brasileiros;25/06/2015;Downtown/Paris;2836;
2726;2017;Nunca me sonharam;Documentário;Brasil;Brasileiros;08/06/2017;Maria Farinha Filmes;2827;
2727;2010;Netto e o domador de cavalos;Ficção;Brasil;Brasileiros;17/09/2010;Walper Ruas;2822;
2728;2013;Adeus Berthe: O Enterro da Vovó;Ficção;França;Estrangeiros;29/03/2013;Alphaville Filmes;2819;
2729;2017;O Grande Dia;Documentário;França;Estrangeiros;27/04/2017;Imovision;2813;
2730;2012;Sudoeste;Ficção;Brasil;Brasileiros;19/10/2012;Vitrine Filmes;2805;
2731;2014;Avanti Popolo;Ficção;Brasil;Brasileiros;12/06/2014;Vitrine Filmes;2798;
2732;2017;Pelé: O nascimento de uma lenda;Ficção;Estados Unidos;Estrangeiros;26/10/2017;Europa;2794;
2733;2015;Orestes;Documentário;Brasil;Brasileiros;24/09/2015;7Estrelo Filmes;2790;
2734;2012;Cocoricó conta clássicos;Ficção;Brasil;Brasileiros;12/10/2012;Mobz;2770;
2735;2015;Party Girl;Ficção;França;Estrangeiros;06/08/2015;Supo Mungam Films;2769;
2736;2016;Tudo sobre Vincent;Ficção;França;Estrangeiros;02/06/2016;Pandora;2764;
2737;2016;Lâminas da Morte - A Maldição de Jack, o Estripador;Ficção;Reino Unido;Estrangeiros;06/10/2016;Cineart Filmes;2759;
2738;2017;O Sonho de Greta;Ficção;Austrália;Estrangeiros;20/04/2017;Pandora;2759;
2739;2017;Jovem mulher;Ficção;França;Estrangeiros;21/12/2017;Zeta Filmes;2745;
2740;2012;Muito além do peso;Documentário;Brasil;Brasileiros;16/11/2012;Ideias Maria Farinha;2744;
2741;2015;Cala Boca Philip;Ficção;Estados Unidos;Estrangeiros;07/05/2015;Zeta Filmes;2735;
2742;2012;Slovenian Girl;Ficção;Alemanha, Croácia, Eslovênia, Sérvia;Estrangeiros;16/03/2012;Tucumán;2735;
2743;2014;Jackie;Ficção;Holanda;Estrangeiros;24/04/2014;Cafco Filmes;2733;
2744;2016;Barbie - Aventura nas estrelas;Animação;Estados Unidos;Estrangeiros;18/08/2016;Cinépolis;2723;
2745;2009;Patativa do Assaré - Ave Poesia;Documentário;Brasil;Brasileiros;02/03/2009;Sereia Filmes;2723;
2746;2015;O Amuleto;Ficção;Brasil;Brasileiros;28/05/2015;Downtown/Paris;2722;
2747;2015;Backstreet Boys: Show 'em What You're Made of;Documentário;Inglaterra;Estrangeiros;18/04/2015;UCI;2713;
2748;2015;Ballet Bolshoi: O Quebra-Nozes;Vídeomusical;Rússia;Estrangeiros;07/03/2015;UCI;2684;
2749;2016;Demon;Ficção;Israel, Polônia;Estrangeiros;12/05/2016;Supo Mungam Films;2681;
2750;2009;Polícia, Adjetivo;Ficção;Romênia;Estrangeiros;20/11/2009;Imovision;2681;
2751;2016;Curumim;Documentário;Brasil;Brasileiros;03/11/2016;Zazen;2663;
2752;2014;Grand Central;Ficção;Áustria, França;Estrangeiros;24/01/2014;Califórnia;2653;
2753;2017;O Ídolo;Ficção;Emirados Árabes Unidos, Territórios Palestinos Ocupados;Estrangeiros;26/01/2017;Califórnia;2649;
2754;2012;O contestado – Restos mortais;Documentário;Brasil;Brasileiros;19/10/2012;Espaço Filmes;2647;
2755;2013;A Batalha do passinho;Documentário;Brasil;Brasileiros;11/10/2013;Cine Santa Teresa;2640;
2756;2009;Caro Sr. Horten;Ficção;Noruega;Estrangeiros;29/08/2009;Imovision;2632;
2757;2015;Jornada ao Oeste;Ficção;França, Taiwan;Estrangeiros;18/06/2015;Zeta Filmes;2630;
2758;2017;Paro quando quero;Ficção;Itália;Estrangeiros;09/03/2017;Espaço Filmes;2625;
2759;2014;Sangue Ruim;Ficção;França;Estrangeiros;03/01/2014;Pandora;2622;
2760;2014;Boy Meets Girl;Ficção;França;Estrangeiros;03/01/2014;Pandora;2620;
2761;2013;Trampolim do Forte;Ficção;Brasil;Brasileiros;08/11/2013;Pipa;2616;
2762;2017;Barreiras;Ficção;Bélgica, Luxemburgo;Estrangeiros;23/11/2017;Pandora;2604;
2763;2009;As Cantoras do Rádio;Documentário;Brasil;Brasileiros;11/06/2009;Panda Filmes;2604;
2764;2017;Nojoom, 10 anos, Divorciada;Ficção;Iêmen;Estrangeiros;06/04/2017;Esfera Produções;2604;
2765;2013;Paulo Moura - Alma Brasileira;Documentário;Brasil;Brasileiros;03/05/2013;Espaço Filmes/Videofilmes;2603;
2766;2013;Mundo invisível;Ficção;Brasil;Brasileiros;07/06/2013;Imovision;2602;
2767;2009;Fumando Espero;Documentário;Brasil;Brasileiros;24/04/2009;Gávea Filmes;2596;
2768;2013;Fla x Flu - 40 Minutos antes do Nada;Documentário;Brasil;Brasileiros;25/10/2013;Elo Company;2591;
2769;2015;A pequena morte;Ficção;Austrália;Estrangeiros;24/12/2015;Califórnia;2588;
2770;2013;Biblioteca pascal;Ficção;Hungria;Estrangeiros;13/09/2013;Tucumán;2573;
2771;2016;Barbie e as Agentes Secretas;Animação;Estados Unidos;Estrangeiros;07/04/2016;Cinépolis;2572;
2772;2013;Foxfire;Ficção;Canadá, França;Estrangeiros;20/09/2013;Imovision;2570;
2773;2016;Demônio de Neon;Ficção;Dinamarca, Estados Unidos, França;Estrangeiros;29/09/2016;Califórnia;2564;
2774;2013;Santo Marcos, Goleiro de Placa;Documentário;Brasil;Brasileiros;22/11/2013;Maff Representação e Participação;2557;
2775;2012;Marcelo Yuka no Caminho das Setas;Documentário;Brasil;Brasileiros;30/11/2012;Tucumán;2546;
2776;2017;Jonas e o Circo sem Lona;Documentário;Brasil;Brasileiros;16/03/2017;Vitrine Filmes;2524;
2777;2010;Insolação;Ficção;Brasil;Brasileiros;26/03/2010;Europa;2524;
2778;2017;Sepultura Endurance;Documentário;Brasil;Brasileiros;15/06/2017;O2 Play;2511;
2779;2015;A hora e a vez de Augusto Matraga;Ficção;Brasil;Brasileiros;24/09/2015;Nossa Distribuidora;2499;
2780;2013;Vazio Coração;Ficção;Brasil;Brasileiros;22/11/2013;Califórnia;2479;
2781;2017;Love Film Festival;Ficção;Brasil;Brasileiros;27/07/2017;ArtHouse;2473;
2782;2016;Vida Selvagem;Ficção;Bélgica, França;Estrangeiros;16/06/2016;Imovision;2472;
2783;2012;Separados pelo Inverno;Ficção;Irã;Estrangeiros;10/08/2012;Pandora;2472;
2784;2010;Índia, amor e outras delícias;Ficção;Reino Unido;Estrangeiros;12/06/2010;Serendip;2463;
2785;2014;Uma Passagem para Mário;Documentário;Brasil;Brasileiros;06/11/2014;Laurence Produções;2462;
2786;2015;Iván;Documentário;Brasil;Brasileiros;26/11/2015;Moro Comunicação;2440;
2787;2016;Brasil S/A;Ficção;Brasil;Brasileiros;11/08/2016;Inquieta Cultura e Comunicação;2432;
2788;2011;Tancredo Neves - a travessia;Documentário;Brasil;Brasileiros;28/10/2011;Downtown;2411;
2789;2014;Heli;Ficção;México;Estrangeiros;22/05/2014;Zeta Filmes;2409;
2790;2016;Canção da Volta;Ficção;Brasil;Brasileiros;03/11/2016;Pandora;2404;
2791;2010;Napoli Napoli Napoli;Ficção;Itália;Estrangeiros;04/09/2010;Paris;2394;
2792;2017;Eu, Olga Hepnarová;Ficção;Eslováquia, França, Polônia, República Tcheca;Estrangeiros;16/02/2017;Supo Mungam Films;2388;
2793;2014;Crônica do Fim do Mundo;Ficção;Colômbia;Estrangeiros;24/01/2014;Tucumán;2382;
2794;2017;As Aventuras do Pequeno Colombo;Animação;Brasil;Brasileiros;06/07/2017;Downtown/Paris;2380;
2795;2013;Cores;Ficção;Brasil;Brasileiros;10/05/2013;Pandora;2376;
2796;2017;O reino da beleza;Ficção;Canadá;Estrangeiros;03/08/2017;Fênix Filmes;2359;
2797;2010;Um lugar ao sol;Documentário;Brasil;Brasileiros;26/02/2010;Símio Filmes;2357;
2798;2015;Música, Amigos e Festa;Ficção;Estados Unidos, França, Reino Unido;Estrangeiros;15/10/2015;Diamond Films do Brasil;2350;
2799;2010;Programa Casé – o que a gente não inventa, não existe;Documentário;Brasil;Brasileiros;03/09/2010;Espaço Filmes;2346;
2800;2014;Cantinflas;Ficção;México;Estrangeiros;23/10/2014;Paris;2342;
2801;2016;Um Doce Refúgio;Ficção;França;Estrangeiros;06/10/2016;Alphaville Filmes;2323;
2802;2016;Rondon, o desbravador;Ficção;Brasil;Brasileiros;01/09/2016;Europa;2321;
2803;2014;Idênticos;Ficção;Estados Unidos;Estrangeiros;13/11/2014;Diamond Films do Brasil;2320;
2804;2015;Os Maias - Cenas da Vida Romântica;Ficção;Brasil, Portugal;Brasileiros;12/11/2015;ArtHouse;2319;
2805;2013;Artigas - La redota;Ficção;Brasil, Espanha, Uruguai;Brasileiros;24/05/2013;Panda Filmes;2318;
2806;2016;O Ignorante;Ficção;França;Estrangeiros;10/11/2016;Supo Mungam Films;2315;
2807;2009;1983.. O Ano Azul;Documentário;Brasil;Brasileiros;05/06/2009;Prana Filmes;2313;
2808;2012;Um evento feliz;Ficção;Bélgica, França;Estrangeiros;21/12/2012;Califórnia;2308;
2809;2013;Juan dos mortos;Ficção;Cuba, Espanha;Estrangeiros;21/06/2013;Imovision;2296;
2810;2015;Eden;Ficção;França;Estrangeiros;19/03/2015;Imovision;2291;
2811;2015;Dromedário no Asfalto;Ficção;Brasil;Brasileiros;30/07/2015;Lança Filmes;2290;
2812;2016;Sinfonia da Necrópole;Ficção;Brasil;Brasileiros;14/04/2016;Vitrine Filmes;2288;
2813;2014;Karen Chora no Ônibus;Ficção;Colômbia;Estrangeiros;20/11/2014;Lume;2284;
2814;2013;Morro dos Prazeres;Documentário;Brasil, Holanda;Brasileiros;29/11/2013;Espaço Filmes;2283;
2815;2015;Campo de Jogo;Documentário;Brasil;Brasileiros;23/07/2015;Tucumán;2279;
2816;2014;Aos Ventos que Virão;Ficção;Brasil;Brasileiros;20/03/2014;Pandora;2266;
2817;2014;Esse Viver Ninguém me Tira;Documentário;Brasil;Brasileiros;11/12/2014;Cine Group;2264;
2818;2017;Meu corpo é político;Documentário;Brasil;Brasileiros;30/11/2017;Olhar Distribuição;2256;
2819;2017;Danado de Bom;Documentário;Brasil;Brasileiros;29/06/2017;Inquietude;2237;
2820;2012;Paralelo 10;Documentário;Brasil;Brasileiros;04/05/2012;Gávea Filmes;2210;
2821;2013;Wrong;Ficção;Estados Unidos, França;Estrangeiros;09/08/2013;Imovision;2209;
2822;2017;Elon não acredita na morte;Ficção;Brasil;Brasileiros;27/04/2017;Vitrine Filmes;2207;
2823;2014;Sementes do Nosso Quintal;Documentário;Brasil;Brasileiros;08/05/2014;Aiuê Filmes;2192;
2824;2016;Ralé;Ficção;Brasil;Brasileiros;05/05/2016;Pandora;2189;
2825;2010;Antes da lua cheia;Ficção;França, Irã;Estrangeiros;11/06/2010;Pandora;2189;
2826;2015;As Memórias de Marnie;Animação;Japão;Estrangeiros;19/11/2015;Califórnia;2188;
2827;2017;Minha Vida de Abobrinha;Animação;França, Suíça;Estrangeiros;16/02/2017;Califórnia;2185;
2828;2011;180º;Ficção;Brasil;Brasileiros;16/09/2011;Pandora;2182;
2829;2017;Jesus - A esperança;Ficção;Brasil;Brasileiros;14/12/2017;Moro Comunicação;2180;
2830;2009;A Ilha da Morte;Ficção;Brasil;Brasileiros;08/05/2009;Imovision;2177;
2831;2013;Irmãs Jamais;Documentário;Itália;Estrangeiros;19/04/2013;Filmes da Mostra;2172;
2832;2017;O acampamento;Ficção;Austrália;Estrangeiros;31/08/2017;Cineart Filmes;2154;
2833;2015;Betinho - A Esperança Equilibrista;Documentário;Brasil;Brasileiros;29/10/2015;Elo Company;2152;
2834;2012;Memórias de Xangai;Documentário;China;Estrangeiros;06/07/2012;Filmes da Mostra;2142;
2835;2016;A Três Vamos Lá;Ficção;Bélgica, França;Estrangeiros;14/04/2016;Imovision;2134;
2836;2014;Jogada de Rei;Ficção;Estados Unidos;Estrangeiros;08/05/2014;Hype101;2120;
2837;2010;Doce Brasil holandês;Documentário;Brasil;Brasileiros;21/04/2010;M. Schmiedt Produções;2115;
2838;2013;Raça;Documentário;Brasil, Estados Unidos;Brasileiros;17/05/2013;Espaço Filmes;2112;
2839;2009;Adagio Sostenuto;Ficção;Brasil;Brasileiros;15/05/2009;Pipa;2107;
2840;2015;Em Três Atos;Ficção;Brasil;Brasileiros;10/12/2015;Imovision;2096;
2841;2017;Marguerite & Julien - um amor proibido;Ficção;França;Estrangeiros;09/02/2017;Alphaville Filmes;2089;
2842;2014;Vic+Flo Viram um Urso;Ficção;Canadá;Estrangeiros;19/06/2014;Zeta Filmes;2089;
2843;2012;Tudo que Eu Amo;Ficção;Polônia;Estrangeiros;17/08/2012;Lume;2088;
2844;2014;Insônia;Ficção;Brasil;Brasileiros;14/02/2014;Espaço Filmes;2079;
2845;2011;Transeunte;Ficção;Brasil;Brasileiros;12/08/2011;Videofilmes;2072;
2846;2011;Tarde demais;Ficção;Canadá, Estados Unidos;Estrangeiros;04/11/2011;Activity filmes;2070;
2847;2012;Circular;Ficção;Brasil;Brasileiros;12/10/2012;Grafo Audiovisual;2068;
2848;2017;O dia mais feliz da vida de Olli Mäki;Ficção;Alemanha, Finlândia, Suécia;Estrangeiros;10/08/2017;Zeta Filmes;2059;
2849;2009;Honeydripper;Ficção;Estados Unidos;Estrangeiros;17/04/2009;Imovision;2056;
2850;2017;Uma Dama de Óculos Escuros com uma Arma no Carro;Ficção;Bélgica, França;Estrangeiros;11/05/2017;Alphaville Filmes/Alpha Filmes;2055;
2851;2017;Lamparina da Aurora;Ficção;Brasil;Brasileiros;30/11/2017;Lume;2049;
2852;2009;Contratempo - Uma Valsa da Dor;Documentário;Brasil;Brasileiros;13/02/2009;Videofilmes;2045;
2853;2017;Rifle;Ficção;Brasil;Brasileiros;03/08/2017;Vitrine Filmes;2031;
2854;2013;O futuro;Ficção;Alemanha, Estados Unidos;Estrangeiros;26/04/2013;Filmes da Mostra;2029;
2855;2009;Arranca-Me a Vida;Ficção;México;Estrangeiros;16/10/2009;Fox;2026;
2856;2017;Foucault Contra Si Mesmo;Documentário;França;Estrangeiros;27/07/2017;Vilacine;2007;
2857;2014;Meninos de Kichute;Ficção;Brasil;Brasileiros;05/06/2014;Pandora;2005;
2858;2009;De Profundis;Animação;Espanha;Estrangeiros;13/11/2009;Europa;2002;
2859;2015;Cativas - presas pelo coração;Documentário;Brasil;Brasileiros;13/08/2015;Moro Comunicação;1999;
2860;2013;Almas silenciosas;Ficção;Rússia;Estrangeiros;30/08/2013;Filmes da Mostra;1992;
2861;2014;Run & Jump;Ficção;Irlanda;Estrangeiros;18/12/2014;Filmes da Mostra;1986;
2862;2011;Corpos celestes;Ficção;Brasil;Brasileiros;11/03/2011;Panda Filmes;1980;
2863;2013;A Última Estação (2013);Ficção;Brasil;Brasileiros;27/09/2013;Polifilmes;1977;
2864;2013;O que se move;Ficção;Brasil;Brasileiros;10/05/2013;Lume;1975;
2865;2013;Solidões;Ficção;Brasil;Brasileiros;01/11/2013;Oswaldo Montenegro Produções Artísticas;1971;
2866;2010;O inferno de Henri-Georges Clouzot;Documentário;França;Estrangeiros;07/05/2010;Imovision;1963;
2867;2016;A Vizinhança do Tigre;Ficção;Brasil;Brasileiros;18/02/2016;Affonso Uchôa;1959;
2868;2016;O Cavalo de Turim;Ficção;Alemanha, Estados Unidos, França, Hungria;Estrangeiros;18/02/2016;Bretz Filmes;1954;
2869;2017;A Vida Após a Vida;Ficção;China;Estrangeiros;25/05/2017;Zeta Filmes;1951;
2870;2015;Top Girl ou a Deformação Profissional;Ficção;Alemanha;Estrangeiros;04/06/2015;Supo Mungam Films;1947;
2871;2010;Aquarela - as cores de uma paixão;Ficção;Estados Unidos;Estrangeiros;13/08/2010;Ab Filmes;1938;
2872;2013;Esse amor que nos consome;Ficção;Brasil;Brasileiros;06/09/2013;Vitrine Filmes;1933;
2873;2015;Casadentro;Ficção;Peru;Estrangeiros;25/06/2015;Esfera Produções;1926;
2874;2015;O Pequeno Quinquin;Ficção;França;Estrangeiros;30/04/2015;Filmes da Mostra;1916;
2875;2016;Doonby;Ficção;Estados Unidos, Irlanda;Estrangeiros;16/06/2016;Estação Luz Filmes;1912;
2876;2016;Yorimatã;Documentário;Brasil;Brasileiros;07/04/2016;Dilúvio Filmes;1912;
2877;2012;Amor em Trânsito;Ficção;Argentina;Estrangeiros;21/12/2012;Tucumán;1902;
2878;2015;Homem comum;Documentário;Brasil;Brasileiros;10/09/2015;Vitrine Filmes;1900;
2879;2010;Terra deu, terra come;Documentário;Brasil;Brasileiros;01/10/2010;Videofilmes;1897;
2880;2011;O samba que mora em mim;Documentário;Brasil;Brasileiros;11/02/2011;Pandora;1886;
2881;2014;Guns'n Roses 3D - Appetite for Democracy;Vídeomusical;Estados Unidos;Estrangeiros;01/10/2014;UCI;1873;
2882;2012;Antônio Conselheiro – O taumaturgo dos sertões;Ficção;Brasil;Brasileiros;10/08/2012;VPC Cinemavídeo;1856;
2883;2016;Um Dia Difícil;Ficção;Coréia do Sul;Estrangeiros;27/10/2016;Fênix Filmes;1846;
2884;2013;Pra lá do mundo;Documentário;Brasil;Brasileiros;14/06/2013;Pandora;1827;
2885;2013;Sacrifício;Ficção;China;Estrangeiros;11/01/2013;Califórnia;1818;
2886;2015;Samba & Jazz;Documentário;Brasil;Brasileiros;12/11/2015;Tremè Produções;1809;
2887;2010;O Grão;Ficção;Brasil;Brasileiros;16/07/2010;Usina Digital;1805;
2888;2011;Tudo ficará bem;Ficção;Dinamarca, França, Suécia;Estrangeiros;12/08/2011;Lume;1797;
2889;2017;O Novato;Ficção;França;Estrangeiros;20/04/2017;Bonfilm;1786;
2890;2016;Os campos voltarão;Ficção;Itália;Estrangeiros;07/07/2016;Filmes da Mostra;1775;
2891;2017;Waiting for B.;Documentário;Brasil;Brasileiros;02/03/2017;Vitrine Filmes;1774;
2892;2014;Planeta Solitário;Ficção;Alemanha, Estados Unidos;Estrangeiros;31/01/2014;Lume;1769;
2893;2017;A ópera de Paris;Documentário;França, Suíça;Estrangeiros;28/12/2017;Imovision;1753;
2894;2017;Até nunca mais;Ficção;França, Portugal;Estrangeiros;07/09/2017;Alphaville Filmes;1735;
2895;2009;23 Anos em 7 Segundos: 1977 - O Fim do Jejum Corinthiano;Documentário;Brasil;Brasileiros;26/06/2009;Fox;1718;
2896;2014;Longwave - Nas Ondas da Revolução;Ficção;França;Estrangeiros;01/05/2014;Pandora;1711;
2897;2015;Hipóteses para o amor e a verdade;Ficção;Brasil;Brasileiros;20/08/2015;Raiz Filmes;1711;
2898;2016;Marias;Documentário;Brasil;Brasileiros;17/11/2016;Vitrine Filmes;1708;
2899;2009;Manhã Transfigurada;Ficção;Brasil;Brasileiros;10/07/2009;Pandora;1708;
2900;2015;Se Deus Vier que Venha Armado;Ficção;Brasil;Brasileiros;12/11/2015;Pandora;1703;
2901;2013;O País do Desejo;Ficção;Brasil;Brasileiros;25/01/2013;Califórnia;1699;
2902;2014;Sobrevivi ao Holocausto;Documentário;Brasil;Brasileiros;21/08/2014;Downtown/Paris;1699;
2903;2016;A frente fria que a chuva traz;Ficção;Brasil;Brasileiros;28/04/2016;Downtown/Paris;1695;
2904;2016;Os Cavaleiros Brancos;Ficção;Bélgica, França;Estrangeiros;04/08/2016;Imovision;1688;
2905;2012;Kaboom;Ficção;Estados Unidos, França;Estrangeiros;08/06/2012;Vinny filmes;1687;
2906;2011;O Último voo do flamingo;Ficção;Brasil;Brasileiros;20/05/2011;Videofilmes;1686;
2907;2014;Bernardes;Documentário;Brasil;Brasileiros;26/06/2014;Nossa Distribuidora;1681;
2908;2014;Tim Lopes – História de Arcanjo;Documentário;Brasil;Brasileiros;05/06/2014;Europa;1676;
2909;2013;O Brasil deu certo. E agora?;Documentário;Brasil;Brasileiros;03/05/2013;Cultura Maior;1676;
2910;2015;A Vida Privada dos Hipopótamos;Documentário;Brasil;Brasileiros;07/05/2015;Vitrine Filmes;1674;
2911;2016;Ela volta na quinta;Ficção;Brasil;Brasileiros;25/02/2016;Vitrine Filmes;1668;
2912;2017;Antes o tempo não acabava;Ficção;Brasil;Brasileiros;30/11/2017;Livres Distribuidora;1665;
2913;2010;Bellini e o demônio;Ficção;Brasil;Brasileiros;27/08/2010;Santa Fé Filmes;1661;
2914;2017;Taego Ãwa;Documentário;Brasil;Brasileiros;11/05/2017;Vitrine Filmes;1649;
2915;2013;A alma da gente;Documentário;Brasil;Brasileiros;23/08/2013;E.H. Produções;1646;
2916;2015;A Lei da Água;Documentário;Brasil;Brasileiros;14/05/2015;O2 Play;1645;
2917;2016;A Despedida (2016);Ficção;Brasil;Brasileiros;09/06/2016;Gatacine;1641;
2918;2012;Menos Que Nada;Ficção;Brasil;Brasileiros;20/07/2012;Prana Filmes;1640;
2919;2016;Stonewall – Onde o orgulho começou;Ficção;Estados Unidos;Estrangeiros;29/09/2016;Elite Filmes;1640;
2920;2017;Gabeira;Documentário;Brasil;Brasileiros;23/11/2017;Gávea Filmes/Pipoca & Filmes;1638;
2921;2015;O Último Poema;Documentário;Brasil;Brasileiros;29/10/2015;Lança Filmes;1626;
2922;2013;São Silvestre;Documentário;Brasil;Brasileiros;27/12/2013;Pandora;1622;
2923;2017;A Terra Vermelha;Ficção;Brasil, Argentina;Brasileiros;29/06/2017;Imovision;1621;
2924;2011;Em casa para o Natal;Ficção;Alemanha, Noruega, Suécia;Estrangeiros;04/11/2011;Imovision;1617;
2925;2015;Garotas;Ficção;França;Estrangeiros;30/04/2015;Imovision;1615;
2926;2013;Nove crônicas para um coração aos berros;Ficção;Brasil;Brasileiros;04/10/2013;Vitrine Filmes;1611;
2927;2010;Nos Embalos da Disco;Ficção;França;Estrangeiros;09/04/2010;Pandora;1609;
2928;2015;Oração do amor selvagem;Ficção;Brasil;Brasileiros;10/12/2015;Pandora;1601;
2929;2016;Dentro da Caixinha;Ficção;Brasil;Brasileiros;12/10/2016;Cineart Filmes;1601;
2930;2014;Los Nobles: Quando os Ricos Quebram a Cara;Ficção;México;Estrangeiros;06/11/2014;Tucumán;1596;
2931;2014;Jardim Europa;Ficção;Brasil;Brasileiros;25/09/2014;Raiz Filmes;1593;
2932;2013;Corda Bamba;Ficção;Brasil;Brasileiros;11/10/2013;Copacabana Filmes;1591;
2933;2010;Jards Macalé - Um morcego na porta principal;Documentário;Brasil;Brasileiros;05/03/2010;Moviemobz;1588;
2934;2013;Lira Paulistana e a Vanguarda Paulista;Documentário;Brasil;Brasileiros;15/11/2013;Busca Vida Filmes;1577;
2935;2016;Coração de Cachorro;Documentário;Estados Unidos, França;Estrangeiros;04/08/2016;Bretz Filmes;1576;
2936;2009;Novo Século Americano;Documentário;Itália;Estrangeiros;23/01/2009;Moviemobz;1571;
2937;2013;Repare Bem;Documentário;Brasil, Espanha;Brasileiros;23/08/2013;Instituto Via BR;1570;
2938;2016;Epidemia de Cores;Documentário;Brasil;Brasileiros;02/06/2016;Lança Filmes;1556;
2939;2016;Boys;Ficção;Holanda;Estrangeiros;27/10/2016;Elite Filmes;1531;
2940;2015;D.U.F.F. Você Conhece, Tem ou É.;Ficção;Estados Unidos;Estrangeiros;30/07/2015;Diamond Films do Brasil;1523;
