id;ano_lançamento;titulo_obra;genero;pais_produtor_obra;nacionalidade_obra;data_lançamento;distribuidora;publico_acumulado;avaliacao
2941;2014;Latitudes;Ficção;Brasil;Brasileiros;28/02/2014;O2 Play;1505;
2942;2015;Garota Sombria Caminha Pela Noite;Ficção;Estados Unidos, Irã;Estrangeiros;17/12/2015;Imovision;1492;
2943;2009;Topografia de um Desnudo;Ficção;Brasil;Brasileiros;20/11/2009;T.A.O. Produções Artisticas;1488;
2944;2015;A Nação que não Esperou por Deus;Documentário;Brasil, Portugal;Brasileiros;16/07/2015;Vitrine Filmes;1472;
2945;2017;Por Trás do Céu;Ficção;Brasil;Brasileiros;06/04/2017;Pandora;1471;
2946;2017;Heartstone;Ficção;Dinamarca, Islândia;Estrangeiros;01/09/2017;Filmes da Mostra;1468;
2947;2011;Uma Incrível Aventura;Ficção;África do Sul, Reino Unido, Ruanda;Estrangeiros;16/12/2011;Playarte;1463;
2948;2015;Periscópio;Ficção;Brasil;Brasileiros;27/08/2015;Vitrine Filmes;1461;
2949;2012;Azul Profundo;Ficção;Grécia;Estrangeiros;14/12/2012;Lume;1459;
2950;2014;Cães Errantes;Ficção;Taiwan;Estrangeiros;24/04/2014;Filmes da Mostra;1457;
2951;2016;Nós duas descendo a escada;Ficção;Brasil;Brasileiros;08/09/2016;Lança Filmes;1438;
2952;2010;Todo Poderoso: O Filme - 100 Anos de Timão;Documentário;Brasil;Brasileiros;30/07/2010;Fox;1437;
2953;2017;Corpo delito;Documentário;Brasil;Brasileiros;07/12/2017;Vitrine Filmes;1431;
2954;2013;Olhe pra mim de novo;Documentário;Brasil;Brasileiros;24/05/2013;Paleotv;1431;
2955;2013;Três mundos;Ficção;França;Estrangeiros;31/05/2013;Imovision;1429;
2956;2016;Jonas;Ficção;Brasil;Brasileiros;27/10/2016;Elite Filmes;1421;
2957;2009;Kurt Cobain - Retrato de uma Ausência;Documentário;Estados Unidos;Estrangeiros;31/07/2009;Pandora;1421;
2958;2013;A cidade é uma só?;Documentário;Brasil;Brasileiros;12/07/2013;Vitrine Filmes;1420;
2959;2017;Reset;Documentário;França;Estrangeiros;25/05/2017;Fênix Filmes;1417;
2960;2016;Visita ou Memórias e Confissões;Documentário;Portugal;Estrangeiros;23/06/2016;Filmes da Mostra;1415;
2961;2015;A Gangue;Ficção;Ucrânia;Estrangeiros;14/05/2015;Filmes da Mostra;1412;
2962;2009;Eliezer Batista - O Engenheiro do Brasil;Documentário;Brasil;Brasileiros;27/11/2009;Espaço Filmes;1403;
2963;2015;O Gorila;Ficção;Brasil;Brasileiros;25/06/2015;Camisa Treze;1401;
2964;2011;Passione;Documentário;Estados Unidos, Itália;Estrangeiros;18/11/2011;Paris;1396;
2965;2014;A História do Homem Henry Sobel;Documentário;Brasil;Brasileiros;11/09/2014;Espaço Filmes;1390;
2966;2010;Meu mundo em perigo;Ficção;Brasil;Brasileiros;10/12/2010;Vitrine Filmes;1389;
2967;2011;Prova de artista;Documentário;Brasil;Brasileiros;25/11/2011;Formosa Filmes;1388;
2968;2012;Romance de Formação;Documentário;Brasil;Brasileiros;11/05/2012;Espaço Filmes;1387;
2969;2012;Oliver Sherman;Ficção;Canadá;Estrangeiros;18/05/2012;Lume;1385;
2970;2015;Bikes vs. Carros;Documentário;Suécia;Estrangeiros;18/06/2015;Maria Farinha Filmes;1383;
2971;2014;Cupcakes - Música e Fantasia;Ficção;França, Israel;Estrangeiros;06/11/2014;Pandora;1378;
2972;2014;À Queima Roupa;Documentário;Brasil;Brasileiros;16/10/2014;Downtown;1372;
2973;2017;Deserto;Ficção;Brasil;Brasileiros;14/09/2017;Tucumán;1362;
2974;2016;Mercuriales;Ficção;França;Estrangeiros;18/08/2016;Supo Mungam Films;1361;
2975;2016;Do Pó da Terra;Documentário;Brasil;Brasileiros;13/10/2016;O2 Play;1357;
2976;2012;Fanaa;Ficção;Índia;Estrangeiros;24/08/2012;Bollywood Filmes;1355;
2977;2014;Jogo das Decapitações;Ficção;Brasil;Brasileiros;19/06/2014;Pandora;1355;
2978;2014;Sopro;Documentário;Brasil;Brasileiros;04/12/2014;Lume;1350;
2979;2010;Micmacs - Um plano complicado;Ficção;França;Estrangeiros;29/10/2010;Sony;1348;
2980;2015;Até que a casa caia;Ficção;Brasil;Brasileiros;10/12/2015;Polifilmes/Plateau Filmes;1347;
2981;2017;Colo;Ficção;Portugal;Estrangeiros;16/11/2017;Zeta Filmes;1339;
2982;2017;Muito Romântico;Ficção;Brasil;Brasileiros;25/05/2017;Vitrine Filmes;1327;
2983;2016;Teresinha;Documentário;Brasil;Brasileiros;15/12/2016;Paris;1323;
2984;2014;A Fita Azul;Ficção;Estados Unidos;Estrangeiros;24/01/2014;Europa;1320;
2985;2016;Autorretrato de uma Filha Obediente;Ficção;Romênia;Estrangeiros;24/03/2016;Supo Mungam Films;1316;
2986;2015;Tristeza e alegria;Ficção;Dinamarca;Estrangeiros;17/09/2015;Califórnia;1313;
2987;2012;Livres por Natureza;Documentário;Estados Unidos;Estrangeiros;12/10/2012;Espaço Itaú de Cinema;1311;
2988;2015;Relacionamento à Francesa;Ficção;França;Estrangeiros;03/12/2015;Tucumán;1310;
2989;2011;Transcendendo Lynch;Documentário;Brasil;Brasileiros;20/05/2011;Espaço Filmes;1303;
2990;2016;Astrágalo;Ficção;França;Estrangeiros;10/03/2016;Imovision;1303;
2991;2013;Ensaio;Ficção;Brasil;Brasileiros;29/11/2013;Imagem;1293;
2992;2015;Get On Up - A História de James Brown;Documentário;Estados Unidos;Estrangeiros;21/05/2015;Universal;1284;
2993;2011;Belair;Documentário;Brasil;Brasileiros;10/06/2011;Pipa;1282;
2994;2014;Democracia em Preto e Branco;Documentário;Brasil;Brasileiros;18/10/2014;TV Zero Cinema;1274;
2995;2015;Ballet Bolshoi: Romeu e Julieta;Vídeomusical;Rússia;Estrangeiros;02/05/2015;UCI;1268;
2996;2011;Walachai;Documentário;Brasil;Brasileiros;18/11/2011;Ciclorama;1262;
2997;2009;Um Taxi para a Escuridão;Documentário;Estados Unidos;Estrangeiros;23/01/2009;Moviemobz;1257;
2998;2014;Setenta;Documentário;Brasil;Brasileiros;29/05/2014;Livres Distribuidora;1249;
2999;2013;Uma noite;Ficção;Cuba, Estados Unidos;Estrangeiros;21/06/2013;Polifilmes;1243;
3000;2014;12 de Junho de 1993 - O Dia da Paixão Palmeirense;Documentário;Brasil;Brasileiros;25/09/2014;Elo Company;1236;
3001;2011;Isto não é um filme;Documentário;Irã;Estrangeiros;02/12/2011;Imovision;1234;
3002;2015;Rio Cigano;Ficção;Brasil;Brasileiros;17/09/2015;Raiz Filmes;1230;
3003;2013;Filme Jardim Atlântico;Ficção;Brasil;Brasileiros;15/03/2013;William Cubits Capela;1222;
3004;2011;O gringo;Documentário;Brasil, Sérvia;Estrangeiros;10/06/2011;Pipa;1218;
3005;2016;Quando o dia chegar;Ficção;Dinamarca;Estrangeiros;10/11/2016;Califórnia;1218;
3006;2016;Exilados do Vulcão;Ficção;Brasil;Brasileiros;28/04/2016;Livres Distribuidora;1208;
3007;2016;Cícero Dias, O Compadre de Picasso;Documentário;Brasil;Brasileiros;03/11/2016;Com Domínio Filmes;1206;
3008;2010;Morgue story - sangue, baiacu e quadrinhos;Ficção;Brasil;Brasileiros;30/06/2010;Moro Comunicação;1205;
3009;2009;Mataram Irmã Dorothy;Documentário;Estados Unidos;Estrangeiros;17/04/2009;Moviemobz;1199;
3010;2016;Fome;Ficção;Brasil;Brasileiros;04/08/2016;Vitrine Filmes;1193;
3011;2010;No meio do mundo;Documentário;França;Estrangeiros;04/06/2010;Pipa;1190;
3012;2017;Ande comigo;Ficção;Dinamarca, Suécia;Estrangeiros;01/06/2017;Alpha Filmes/Pandora;1176;
3013;2013;A Floresta de Jonathas;Ficção;Brasil;Brasileiros;29/11/2013;Vitrine Filmes;1174;
3014;2011;Ilusões óticas;Ficção;Chile;Estrangeiros;05/08/2011;Tucumán;1172;
3015;2012;Amor em Pedaços;Ficção;Espanha;Estrangeiros;03/08/2012;Serendip;1168;
3016;2011;2012 - Tempo de mudança;Documentário;Estados Unidos;Estrangeiros;24/06/2011;Vitrine Filmes;1165;
3017;2013;O Primeiro Dia de um Ano Qualquer;Ficção;Brasil;Brasileiros;29/11/2013;Forte Filmes;1158;
3018;2015;5x Chico - O Velho e Sua Gente;Documentário;Brasil;Brasileiros;03/12/2015;ArtHouse;1149;
3019;2016;Onde o Mar Descansa;Ficção;Reino Unido;Estrangeiros;14/04/2016;Maverick;1141;
3020;2014;Sobre Sete Ondas Verdes Espumantes;Documentário;Brasil;Brasileiros;27/03/2014;Boulevard Filmes;1128;
3021;2015;The Opera House: La Boheme;Vídeomusical;Inglaterra;Estrangeiros;10/09/2015;Cinemark Brasil;1121;
3022;2015;Um Jovem Poeta;Ficção;França;Estrangeiros;12/03/2015;Supo Mungam Films;1104;
3023;2012;Um homem qualquer;Ficção;Brasil;Brasileiros;31/08/2012;Pipa;1093;
3024;2011;Estrada real da cachaça;Documentário;Brasil;Brasileiros;17/06/2011;Vitrine Filmes;1083;
3025;2017;Cidades Fantasmas;Documentário;Brasil;Brasileiros;15/06/2017;Casa de Cinema de Porto Alegre;1082;
3026;2014;Jovem Aloucada;Ficção;Chile;Estrangeiros;31/01/2014;Polifilmes;1078;
3027;2009;O Diário de Sintra;Documentário;Brasil;Brasileiros;11/12/2009;Moviemobz/RioFilme;1066;
3028;2016;O Monstro de Mil Cabeças;Ficção;México;Estrangeiros;04/08/2016;Alpha Filmes;1058;
3029;2016;O diabo mora aqui;Ficção;Brasil;Brasileiros;28/07/2016;Pandora;1055;
3030;2015;O Fim e os Meios;Ficção;Brasil;Brasileiros;03/12/2015;Nossa Distribuidora;1049;
3031;2014;Os Dias com Ele;Documentário;Brasil;Brasileiros;24/04/2014;Vitrine Filmes;1048;
3032;2010;A Todo Volume;Documentário;Estados Unidos;Estrangeiros;29/01/2010;Sony;1046;
3033;2009;Lanchonete Olympia;Ficção;Estados Unidos;Estrangeiros;03/04/2009;Moviemobz;1038;
3034;2013;Anita e Garibaldi;Ficção;Brasil;Brasileiros;06/12/2013;Ab Filmes/Polifilmes;1027;
3035;2009;Doce de Coco;Ficção;Brasil;Brasileiros;18/09/2009;Pandora;1017;
3036;2011;Simples mortais;Ficção;Brasil;Brasileiros;25/11/2011;Polifilmes;1015;
3037;2016;Paz para Nós em Nossos Sonhos;Ficção;França, Lituânia, Rússia;Estrangeiros;02/06/2016;Supo Mungam Films;1013;
3038;2013;As hiper mulheres;Documentário;Brasil;Brasileiros;07/06/2013;Vitrine Filmes;1006;
3039;2015;A Viagem de Yoani;Documentário;Brasil;Brasileiros;23/04/2015;Elo Company;1001;
3040;2015;O Imigrante Russo;Ficção;Alemanha;Estrangeiros;28/05/2015;Tucumán;997;
3041;2013;Educação Sentimental;Ficção;Brasil;Brasileiros;13/12/2013;ArtHouse;991;
3042;2013;Laura;Documentário;Brasil;Brasileiros;01/11/2013;Vitrine Filmes;990;
3043;2010;Solo;Ficção;Brasil;Brasileiros;21/05/2010;Espaço Filmes;986;
3044;2012;Virando Bicho;Documentário;Brasil;Brasileiros;09/11/2012;Fraiha Produções;980;
3045;2017;Apesar da Noite;Ficção;Canadá, França;Estrangeiros;13/04/2017;Zeta Filmes;978;
3046;2014;O Batismo;Ficção;Polônia;Estrangeiros;31/07/2014;Lume;974;
3047;2013;Rânia;Ficção;Brasil;Brasileiros;22/03/2013;Tucumán;971;
3048;2012;Contos Gauchescos;Ficção;Brasil;Brasileiros;02/11/2012;Empresa Cinematográfica Pampeana;970;
3049;2014;Rio em Chamas;Documentário;Brasil;Brasileiros;29/05/2014;Cavideo Produções;970;
3050;2015;#Garotas;Ficção;Brasil;Brasileiros;12/11/2015;Downtown/Paris;969;
3051;2014;Ritos de Passagem;Animação;Brasil;Brasileiros;02/10/2014;Pipa;966;
3052;2015;Meia hora e as manchetes que viram manchete;Documentário;Brasil;Brasileiros;06/08/2015;Boulevard Filmes;962;
3053;2017;Quem é Primavera das Neves;Documentário;Brasil;Brasileiros;15/06/2017;Casa de Cinema de Porto Alegre;959;
3054;2014;Ballet Bolshoi: A Filha Do Faraó;Vídeomusical;Rússia;Estrangeiros;18/10/2014;UCI;955;
3055;2011;Avenida Brasília formosa;Documentário;Brasil;Brasileiros;30/09/2011;Vitrine Filmes;955;
3056;2011;Os residentes;Ficção;Brasil;Brasileiros;30/09/2011;Vitrine Filmes;949;
3057;2015;Circo Voador - A Nave;Documentário;Brasil;Brasileiros;22/10/2015;Cine Santa Teresa;948;
3058;2014;A Farra do Circo;Documentário;Brasil;Brasileiros;29/05/2014;ArtHouse;942;
3059;2009;Corpo do Rio;Documentário;Brasil;Brasileiros;16/10/2009;Pequena Central;941;
3060;2009;O Fim da Picada;Ficção;Brasil;Brasileiros;28/03/2009;Cinegrama;941;
3061;2014;Cuba Libre;Documentário;Brasil;Brasileiros;18/09/2014;Raiz Filmes;940;
3062;2010;O abraço corporativo;Documentário;Brasil;Brasileiros;18/06/2010;Idéia Forte;929;
3063;2010;3 Homens e uma noite fria;Ficção;Finlândia;Estrangeiros;19/11/2010;Imovision;928;
3064;2011;Vips - Histórias Reais de um Mentiroso;Documentário;Brasil;Brasileiros;13/05/2011;Imovision;927;
3065;2014;A Montanha Matterhorn;Ficção;Holanda;Estrangeiros;28/06/2014;Filmes da Mostra;921;
3066;2017;Maria - Não esqueça que eu venho dos trópicos;Documentário;Brasil;Brasileiros;16/11/2017;Pandora;913;
3067;2017;Coragem! As muitas vidas do Cardeal Dom Paulo Evaristo Arns;Documentário;Brasil;Brasileiros;14/12/2017;TV Meio Ambiente;912;
3068;2012;Construção;Documentário;Brasil;Brasileiros;23/11/2012;Espaço Filmes;909;
3069;2015;Guillaume Tell;Vídeomusical;Inglaterra;Estrangeiros;24/09/2015;Cinemark Brasil;906;
3070;2016;Maresia;Ficção;Brasil;Brasileiros;17/11/2016;E.H. Produções;891;
3071;2014;Hotel Mekong;Ficção;Tailândia;Estrangeiros;02/05/2014;Zeta Filmes;887;
3072;2010;Elevado 3.5;Documentário;Brasil;Brasileiros;04/06/2010;Espaço Filmes;886;
3073;2017;El Amparo;Ficção;Colômbia, Venezuela;Estrangeiros;12/10/2017;Pandora;884;
3074;2014;Ballet Bolshoi: La Bayadère;Vídeomusical;Rússia;Estrangeiros;08/11/2014;UCI;875;
3075;2010;Terras;Documentário;Brasil;Brasileiros;17/09/2010;Vitrine Filmes;875;
3076;2017;Thomas e seus Amigos: Viagem ao Desconhecido;Animação;Reino Unido;Estrangeiros;02/12/2017;Cinépolis;874;
3077;2011;Top Models – um conto de fadas brasileiro;Documentário;Brasil;Brasileiros;17/06/2011;Espaço Filmes;870;
3078;2013;Rapsódia Armênia;Documentário;Brasil;Brasileiros;13/09/2013;Cesar Augusto Gananian;867;
3079;2014;Minutos Atrás;Ficção;Brasil;Brasileiros;20/03/2014;H2O Films;860;
3080;2015;Geronimo;Ficção;França;Estrangeiros;23/07/2015;Imovision;858;
3081;2012;Mistérios de Lisboa;Ficção;Portugal;Estrangeiros;11/05/2012;Filmes da Mostra;856;
3082;2014;Um Episódio na Vida de um Catador de Ferro-velho;Ficção;Bósnia-Herzegóvina, Eslovênia, França, Itália;Estrangeiros;20/03/2014;Zeta Filmes;855;
3083;2015;Ballet Bolshoi: Ivan, O Terrível;Vídeomusical;Rússia;Estrangeiros;06/06/2015;UCI;850;
3084;2016;Magal e os Formigas;Ficção;Brasil;Brasileiros;15/12/2016;Europa;849;
3085;2013;Doce Amianto;Ficção;Brasil;Brasileiros;29/11/2013;Vitrine Filmes;848;
3086;2010;Cildo;Documentário;Brasil;Brasileiros;24/09/2010;Videofilmes;848;
3087;2014;Memórias de Salinger;Documentário;Estados Unidos;Estrangeiros;07/02/2014;Paris;847;
3088;2015;Parcerias Eternas;Ficção;Estados Unidos;Estrangeiros;15/10/2015;Alpha Filmes;845;
3089;2013;Paixão e Acaso;Ficção;Brasil;Brasileiros;29/11/2013;Forte Filmes;844;
3090;2009;Anabazys;Documentário;Brasil;Brasileiros;27/03/2009;RioFilme;842;
3091;2011;Estrada para Ythaca;Ficção;Brasil;Brasileiros;27/05/2011;Vitrine Filmes;841;
3092;2016;Batman: O Retorno da Dupla Dinâmica;Animação;Estados Unidos;Estrangeiros;10/10/2016;Warner;837;
3093;2016;Dois Rémi, Dois;Ficção;França;Estrangeiros;28/04/2016;Supo Mungam Films;834;
3094;2012;O Ladrão de Luz;Ficção;França;Estrangeiros;03/08/2012;Filmes da Mostra;830;
3095;2016;É o Amor;Ficção;França;Estrangeiros;10/03/2016;Supo Mungam Films;829;
3096;2011;Solidão e fé;Documentário;Brasil;Brasileiros;12/08/2011;Miração Filmes;828;
3097;2017;A Filosofia na Alcova;Ficção;Brasil;Brasileiros;23/11/2017;Espaço dos Satyros;823;
3098;2014;Ilha dos Lêmures: Madagascar;Documentário;Canadá, Estados Unidos, Madagascar;Estrangeiros;16/10/2014;Espaço Itaú de Cinema;817;
3099;2012;Ibitipoca, droba pra lá;Documentário;Brasil;Brasileiros;24/08/2012;Lume;816;
3100;2013;Simone;Ficção;Brasil;Brasileiros;06/12/2013;Tucumán;815;
3101;2016;Nós, Eles e Eu;Documentário;Argentina, Israel;Estrangeiros;12/05/2016;Vitrine Filmes;814;
3102;2017;O piano que conversa;Documentário;Brasil;Brasileiros;06/07/2017;Marcelo Machado;810;
3103;2015;Caminho de volta;Documentário;Brasil;Brasileiros;12/11/2015;Vilacine;809;
3104;2009;A Era da Estupidez;Documentário;Inglaterra;Estrangeiros;22/09/2009;Moviemobz;804;
3105;2014;Ballet Bolshoi: A Lenda Do Amor;Vídeomusical;Rússia;Estrangeiros;13/12/2014;UCI;798;
3106;2017;A mulher que se foi;Ficção;Filipinas;Estrangeiros;04/05/2017;Zeta Filmes;798;
3107;2011;Rádio Nacional;Documentário;Brasil;Brasileiros;23/09/2011;Business Telecom;798;
3108;2013;Serra pelada – A lenda da montanha de ouro;Documentário;Brasil;Brasileiros;25/10/2013;TV Zero Cinema;797;
3109;2009;Um Romance de Geração;Ficção;Brasil;Brasileiros;07/08/2009;Filmes do Estação;793;
3110;2015;Norte, o fim da história;Ficção;Filipinas;Estrangeiros;10/12/2015;Supo Mungam Films;793;
3111;2017;Lygia, uma Escritora Brasileira;Documentário;Brasil;Brasileiros;23/11/2017;Cultura;784;
3112;2015;Insubordinados;Ficção;Brasil;Brasileiros;19/03/2015;Pandora;777;
3113;2017;Eles só usam black tie;Ficção;África do Sul;Estrangeiros;16/03/2017;Fênix Filmes;775;
3114;2013;Segredos da tribo;Documentário;Brasil;Brasileiros;22/02/2013;Zazen;775;
3115;2016;De Palma;Documentário;Estados Unidos;Estrangeiros;24/11/2016;Camisa Treze;772;
3116;2017;150 Miligramas;Ficção;França;Estrangeiros;31/08/2017;Califórnia;771;
3117;2013;Hijab, Mulheres de Véu;Documentário;Brasil;Brasileiros;06/09/2013;Formosa Filmes;769;
3118;2014;A Primeira Missa ou Tristes Tropeços, Enganos e Urucum;Ficção;Brasil;Brasileiros;29/05/2014;Pandora;767;
3119;2015;Rua secreta;Ficção;China;Estrangeiros;20/08/2015;Supo Mungam Films;762;
3120;2017;O Crime da Gávea;Ficção;Brasil;Brasileiros;09/03/2017;Elo Company;760;
3121;2017;Guerra do Paraguay;Ficção;Brasil;Brasileiros;09/03/2017;Livres Distribuidora;760;
3122;2013;Eu respiro;Documentário;Dinamarca, Reino Unido;Estrangeiros;22/11/2013;Espaço Filmes;757;
3123;2016;Turbulência;Ficção;Brasil;Brasileiros;15/09/2016;Downtown/Paris;755;
3124;2013;Cuica de Santo Amaro;Documentário;Brasil;Brasileiros;23/08/2013;Docdoma Filmes;750;
3125;2013;Kátia;Documentário;Brasil;Brasileiros;29/03/2013;Em Foco Multimídia;747;
3126;2017;Beduíno;Ficção;Brasil;Brasileiros;04/05/2017;TB Produções;746;
3127;2013;Mataram meu Irmão;Documentário;Brasil;Brasileiros;22/11/2013;Bela Filmes;745;
3128;2017;A luta de Steve;Documentário;Estados Unidos;Estrangeiros;13/07/2017;Elite Filmes;744;
3129;2014;Mão na Luva;Ficção;Brasil;Brasileiros;06/11/2014;Ab Filmes;740;
3130;2009;KFZ-1348;Documentário;Brasil;Brasileiros;15/05/2009;Rec Produtores;736;
3131;2011;Domingos;Documentário;Brasil;Brasileiros;25/11/2011;Gávea Filmes;735;
3132;2009;Glória ao Cineasta;Ficção;Japão;Estrangeiros;06/03/2009;Moviemobz;732;
3133;2012;Futuro do pretérito: Tropicalismo now!;Documentário;Brasil;Brasileiros;16/11/2012;Vitrine Filmes;730;
3134;2016;O Mestre e o Divino;Documentário;Brasil;Brasileiros;17/11/2016;Livres Distribuidora;728;
3135;2015;Ato, atalho e vento;Documentário;Brasil;Brasileiros;30/07/2015;Agência Observatório;722;
3136;2015;Anna K.;Ficção;Brasil;Brasileiros;30/04/2015;Preta Portê Filmes;719;
3137;2015;Ai Weiwei: Sem Perdão;Documentário;Estados Unidos;Estrangeiros;04/06/2015;Bretz Filmes;718;
3138;2015;Damas do samba;Documentário;Brasil;Brasileiros;17/09/2015;Elo Company;716;
3139;2017;#Screamers;Ficção;Estados Unidos;Estrangeiros;30/11/2017;Cineart Filmes;714;
3140;2009;Terra Sonâmbula;Ficção;Portugal;Estrangeiros;06/11/2009;Panda Filmes;713;
3141;2017;Olhar Instigado;Documentário;Brasil;Brasileiros;09/03/2017;O2 Play;709;
3142;2016;História da Minha Morte;Ficção;Espanha, França;Estrangeiros;11/02/2016;Supo Mungam Films;708;
3143;2017;Todas as cores da noite;Ficção;Brasil;Brasileiros;23/03/2017;Inquieta Cultura e Comunicação;706;
3144;2017;Bruxarias;Animação;Espanha, Brasil;Brasileiros;22/06/2017;Vitrine Filmes;699;
3145;2016;Brasil: DNA África;Documentário;Brasil;Brasileiros;02/06/2016;Cine Group;698;
3146;2012;Santos, 100 Anos de Futebol Arte;Documentário;Brasil;Brasileiros;06/04/2012;Canal Azul;691;
3147;2016;A Pintura de Gerhard Richter;Documentário;Alemanha;Estrangeiros;26/05/2016;Bretz Filmes;688;
3148;2015;Piadeiros;Documentário;Brasil;Brasileiros;19/11/2015;Espaço Filmes;687;
3149;2013;Fora do figurino;Documentário;Brasil;Brasileiros;22/03/2013;Raiz Filmes;686;
3150;2012;Astro – Uma fábula urbana em um Rio de Janeiro mágico;Ficção;Brasil, Espanha;Brasileiros;02/11/2012;Elo Company;681;
3151;2010;B1 - Tenório em Pequim;Documentário;Brasil;Brasileiros;03/09/2010;Espaço Filmes;679;
3152;2015;Hysteria;Documentário;Brasil;Brasileiros;17/12/2015;Raiz Filmes;675;
3153;2016;O Lamento;Ficção;Coréia do Sul;Estrangeiros;22/12/2016;Califórnia;673;
3154;2012;Mãe e Filha;Ficção;Brasil;Brasileiros;10/02/2012;Lume;670;
3155;2011;Sequestro;Documentário;Brasil;Brasileiros;09/12/2011;Downtown;648;
3156;2012;Bullying;Documentário;Estados Unidos;Estrangeiros;07/12/2012;Vinny filmes;646;
3157;2017;Introdução à Música do Sangue;Ficção;Brasil;Brasileiros;29/06/2017;ArtHouse;634;
3158;2011;Pacific;Documentário;Brasil;Brasileiros;19/08/2011;Vitrine Filmes;634;
3159;2013;Mais que Mel;Documentário;Suíça;Estrangeiros;27/09/2013;Imovision;634;
3160;2013;Coração do Brasil;Documentário;Brasil;Brasileiros;19/04/2013;Pandora;631;
3161;2015;Marina Abramovic: A Artista Está Presente;Documentário;Estados Unidos;Estrangeiros;21/04/2015;Bretz Filmes;629;
3162;2015;Tudo que Deus Criou;Ficção;Brasil;Brasileiros;22/01/2015;Pipa;627;
3163;2009;Um Lobisomem na Amazônia;Ficção;Brasil;Brasileiros;06/11/2009;Polifilmes/Topázio Filmes;625;
3164;2009;Entre os Dedos;Ficção;Brasil;Brasileiros;07/03/2009;Polifilmes;624;
